State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude
Nagaland,Mokokchung,2018,March,Monday,8:16,Minor,1,Pedestrian,0,1,Foggy,National Highway,Under Construction,Dark,,53,48,Female,,Yes,Curve,26.338167,94.543913
Karnataka,Bangalore,2020,May,Monday,2:21,Fatal,1,Two-Wheeler,6,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,54,29,Male,Expired,Yes,Straight Road,12.977068,77.59056
Chandigarh,Chandigarh,2021,September,Thursday,23:48,Minor,3,Truck,0,3,Clear,Urban Road,Wet,Daylight,,119,51,Male,Expired,Yes,Bridge,30.712594,76.765514
Arunachal Pradesh,Itanagar,2018,June,Sunday,4:11,Fatal,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101,35,Male,Valid,Yes,Curve,27.067645,93.620066
Puducherry,Karaikal,2018,July,Friday,12:56,Minor,3,Truck,0,0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Curve,10.902741,79.851944
Gujarat,Ahmedabad,2021,June,Saturday,6:52,Fatal,5,Car,5,1,Stormy,National Highway,Under Construction,Dark,Signals,56,70,Female,,No,Bridge,23.032337,72.565844
Tamil Nadu,Chennai,2022,April,Saturday,14:54,Serious,1,Truck,3,2,Hazy,Urban Road,Under Construction,Dawn,Signs,69,41,Male,Expired,Yes,Curve,13.102559,80.278325
Assam,Dibrugarh,2022,November,Saturday,7:50,Minor,5,Two-Wheeler,8,2,Foggy,National Highway,Damaged,Daylight,,54,43,Female,,Yes,Intersection,27.449025,94.899732
Jharkhand,Bokaro,2018,March,Saturday,2:29,Serious,3,Bus,9,0,Clear,State Highway,Damaged,Dark,Signals,38,59,Female,,No,Straight Road,23.681515,86.153228
Meghalaya,Nongstoin,2020,February,Sunday,14:16,Serious,1,Cycle,6,5,Hazy,State Highway,Under Construction,Dark,,54,51,Male,,No,Bridge,25.509389,91.260773
Bihar,Gaya,2019,March,Tuesday,20:20,Minor,5,Car,9,1,Stormy,National Highway,Dry,Daylight,Signals,67,58,Male,Expired,Yes,Straight Road,24.777381,84.98329
Manipur,Thoubal,2020,April,Monday,21:52,Fatal,1,Car,3,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69,40,Male,,No,Intersection,24.613018,93.992636
Uttarakhand,Dehradun,2019,July,Wednesday,19:50,Serious,4,Bus,4,5,Hazy,State Highway,Dry,Daylight,Police Checkpost,69,44,Female,Expired,No,Curve,30.338578,78.02737
Delhi,New Delhi,2018,January,Saturday,20:38,Serious,3,Pedestrian,9,0,Clear,National Highway,Damaged,Dusk,,90,48,Male,Valid,Yes,Intersection,28.60273,77.192184
Bihar,Gaya,2019,March,Saturday,6:4,Fatal,1,Two-Wheeler,5,1,Stormy,Urban Road,Under Construction,Daylight,Signs,35,62,Female,Valid,No,Intersection,24.778655,84.984185
Tripura,Dharmanagar,2019,September,Friday,7:15,Minor,1,Car,10,1,Rainy,National Highway,Under Construction,Dawn,Signs,118,44,Female,Expired,No,Curve,24.367075,92.17511
Haryana,Panipat,2023,September,Wednesday,2:36,Serious,2,Truck,9,0,Rainy,Urban Road,Dry,Dawn,,75,61,Male,,No,Bridge,29.373675,76.952889
Telangana,Karimnagar,2019,October,Thursday,20:47,Minor,2,Pedestrian,1,2,Hazy,Urban Road,Under Construction,Dawn,,116,62,Male,Expired,Yes,Curve,18.419193,79.134843
Rajasthan,Udaipur,2018,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0,Stormy,Village Road,Dry,Dusk,Signals,120,51,Female,Valid,Yes,Bridge,24.561002,73.717921
Puducherry,Puducherry,2019,December,Wednesday,15:21,Minor,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,11.957764,79.789385
Puducherry,Puducherry,2023,July,Sunday,12:12,Fatal,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,,No,Bridge,11.920778,79.790098
Madhya Pradesh,Bhopal,2019,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,23.247892,77.428567
Uttar Pradesh,Lucknow,2023,November,Friday,15:18,Minor,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,26.865411,80.955132
Assam,Silchar,2019,May,Sunday,20:55,Serious,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,24.820158,92.781317
Chandigarh,Chandigarh,2019,August,Thursday,17:40,Serious,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,30.708556,76.756448
Himachal Pradesh,Mandi,2023,December,Friday,5:36,Minor,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,31.704695,76.953904
Sikkim,Mangan,2021,September,Saturday,4:57,Serious,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,,No,Bridge,27.486912,88.536703
Odisha,Bhubaneswar,2020,December,Monday,2:24,Fatal,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,,Yes,Straight Road,20.294855,85.842406
Tamil Nadu,Coimbatore,2023,January,Sunday,4:46,Fatal,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,,34,51,Female,,No,Curve,11.008308,76.952735
Karnataka,Mangalore,2020,August,Monday,19:24,Fatal,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,,No,Intersection,12.959276,77.612159
Delhi,New Delhi,2018,October,Sunday,17:59,Minor,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,28.629983,77.199084
Madhya Pradesh,Indore,2023,September,Saturday,23:11,Minor,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,,108,47,Male,Expired,Yes,Curve,22.713519,75.854756
Puducherry,Puducherry,2020,October,Tuesday,20:35,Minor,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,11.960906,79.792534
Kerala,Thiruvananthapuram,2020,July,Saturday,13:27,Fatal,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,,78,62,Male,,Yes,Curve,8.530657,76.957781
Assam,Guwahati,2020,December,Saturday,3:48,Fatal,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,26.144541,91.739045
Delhi,Rohini,2022,September,Thursday,9:15,Minor,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,,Yes,Straight Road,28.724628,77.082202
Haryana,Faridabad,2020,March,Monday,20:24,Fatal,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,28.385978,77.304843
Punjab,Ludhiana,2023,July,Saturday,10:14,Minor,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,,No,Intersection,30.925508,75.841075
Assam,Dibrugarh,2020,January,Sunday,23:22,Serious,5,Cycle,4,4,Foggy,Urban Road,Damaged,Dark,Signs,99,58,Female,Valid,No,Curve,27.48087,94.93103
Odisha,Cuttack,2023,May,Wednesday,6:14,Fatal,5,Cycle,4,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,47,Male,Valid,No,Straight Road,20.472808,85.869261
Chhattisgarh,Korba,2023,April,Tuesday,17:10,Fatal,1,Auto-Rickshaw,2,5,Hazy,Urban Road,Dry,Daylight,Signs,117,50,Male,,No,Straight Road,22.357847,82.744572
Sikkim,Gyalshing,2018,June,Saturday,5:53,Serious,2,Two-Wheeler,3,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,48,Female,Valid,Yes,Curve,27.292968,88.260407
Mizoram,Aizawl,2019,June,Monday,5:35,Minor,4,Cycle,6,5,Foggy,Urban Road,Under Construction,Daylight,Signs,35,47,Female,Expired,Yes,Straight Road,23.714951,92.706325
West Bengal,Siliguri,2018,August,Thursday,3:40,Serious,1,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,28,Male,Valid,No,Bridge,22.584281,88.384947
Bihar,Patna,2019,May,Sunday,5:19,Minor,3,Truck,7,4,Stormy,National Highway,Under Construction,Daylight,Signs,118,22,Female,Valid,Yes,Straight Road,25.615947,85.145155
Tripura,Agartala,2018,February,Wednesday,0:6,Serious,5,Cycle,1,4,Clear,National Highway,Damaged,Dark,Signals,53,26,Male,,Yes,Intersection,23.81251,91.301515
West Bengal,Durgapur,2021,July,Saturday,3:30,Minor,3,Auto-Rickshaw,0,2,Clear,State Highway,Under Construction,Dark,Signals,38,69,Male,Expired,No,Intersection,23.526473,87.315963
Rajasthan,Udaipur,2023,December,Tuesday,22:0,Minor,5,Car,6,4,Clear,Village Road,Wet,Dusk,Police Checkpost,62,38,Female,Expired,Yes,Straight Road,24.590233,73.703842
Tripura,Dharmanagar,2018,April,Wednesday,20:12,Serious,1,Bus,8,3,Foggy,National Highway,Damaged,Dawn,,90,43,Female,Expired,No,Curve,24.347315,92.181654
Bihar,Muzaffarpur,2021,January,Sunday,20:17,Fatal,3,Bus,9,3,Foggy,National Highway,Wet,Daylight,Signs,40,40,Female,Expired,No,Intersection,26.135552,85.410414
Rajasthan,Udaipur,2022,February,Tuesday,12:25,Serious,4,Car,6,3,Hazy,Urban Road,Under Construction,Dawn,,51,47,Male,,No,Intersection,24.603832,73.697663
Jharkhand,Dhanbad,2023,June,Tuesday,7:2,Fatal,5,Two-Wheeler,2,0,Stormy,State Highway,Wet,Dawn,,83,40,Female,Expired,No,Curve,23.814513,86.41837
Delhi,New Delhi,2023,October,Tuesday,22:37,Serious,3,Pedestrian,6,3,Clear,National Highway,Damaged,Daylight,Signs,55,64,Male,Expired,Yes,Straight Road,28.59811,77.199826
Punjab,Jalandhar,2018,June,Monday,0:54,Minor,4,Car,1,3,Hazy,Village Road,Wet,Dark,Signals,106,45,Female,Valid,Yes,Intersection,31.336855,75.578622
Sikkim,Namchi,2020,April,Saturday,4:9,Minor,5,Pedestrian,5,2,Stormy,State Highway,Under Construction,Dark,Police Checkpost,120,40,Female,,No,Bridge,27.186238,88.346507
Tamil Nadu,Chennai,2018,May,Tuesday,12:58,Minor,4,Pedestrian,9,2,Foggy,Urban Road,Under Construction,Dusk,,117,60,Female,Expired,Yes,Straight Road,13.084713,80.26987
Uttarakhand,Haridwar,2020,June,Monday,13:34,Fatal,1,Auto-Rickshaw,3,0,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,50,29,Female,Expired,Yes,Curve,29.922754,78.154536
Himachal Pradesh,Dharamshala,2020,November,Monday,3:3,Minor,4,Bus,5,0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32,60,Female,Valid,Yes,Intersection,32.234346,76.347592
Gujarat,Ahmedabad,2022,June,Wednesday,15:17,Fatal,1,Cycle,9,1,Hazy,State Highway,Damaged,Dusk,Police Checkpost,32,23,Male,Valid,Yes,Intersection,23.024892,72.586059
Uttar Pradesh,Varanasi,2018,October,Tuesday,19:42,Serious,2,Car,7,0,Stormy,State Highway,Dry,Dusk,Signs,106,22,Male,Expired,No,Curve,25.325593,82.988364
Madhya Pradesh,Indore,2020,August,Sunday,14:42,Serious,5,Two-Wheeler,6,1,Hazy,Urban Road,Under Construction,Dawn,,34,38,Female,Valid,No,Straight Road,22.716114,75.845314
Karnataka,Mangalore,2019,January,Tuesday,12:21,Fatal,3,Cycle,6,2,Hazy,State Highway,Damaged,Dark,Police Checkpost,41,22,Female,Expired,No,Curve,12.978493,77.593589
Manipur,Bishnupur,2019,August,Friday,2:1,Minor,5,Truck,1,4,Hazy,Urban Road,Wet,Daylight,Signs,120,67,Female,Expired,No,Straight Road,24.630319,93.804076
Madhya Pradesh,Bhopal,2019,February,Thursday,8:19,Serious,2,Cycle,8,2,Clear,Village Road,Under Construction,Dusk,Signs,84,66,Male,Valid,No,Curve,23.259387,77.421795
Uttarakhand,Haldwani,2021,November,Sunday,13:44,Minor,4,Car,9,4,Stormy,State Highway,Under Construction,Daylight,,49,53,Female,,Yes,Curve,29.236229,79.530857
Jammu and Kashmir,Jammu,2021,October,Friday,11:52,Minor,1,Two-Wheeler,2,3,Stormy,Village Road,Under Construction,Dusk,Signals,79,54,Male,Expired,No,Straight Road,32.70762,74.849814
Goa,Margao,2022,February,Friday,21:5,Fatal,4,Two-Wheeler,9,4,Hazy,Village Road,Wet,Daylight,Signals,95,27,Female,,No,Intersection,15.294638,73.987402
Uttarakhand,Haridwar,2021,May,Tuesday,0:41,Fatal,5,Cycle,1,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105,58,Female,,Yes,Straight Road,29.933226,78.140551
Chhattisgarh,Durg,2021,November,Friday,4:24,Minor,1,Auto-Rickshaw,0,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,111,36,Male,Expired,Yes,Intersection,21.1767,81.285482
Maharashtra,Pune,2021,May,Thursday,13:53,Minor,2,Two-Wheeler,9,3,Stormy,Urban Road,Wet,Daylight,Signals,75,44,Male,,No,Intersection,18.509201,73.8715
Maharashtra,Mumbai,2021,May,Monday,1:4,Serious,3,Two-Wheeler,8,0,Hazy,Urban Road,Damaged,Dark,,50,40,Male,Valid,Yes,Straight Road,19.074848,72.874275
Manipur,Bishnupur,2022,October,Saturday,0:6,Fatal,4,Bus,0,3,Clear,Urban Road,Dry,Dawn,Signs,98,27,Male,Expired,No,Straight Road,24.59908,93.801821
Himachal Pradesh,Mandi,2023,March,Tuesday,5:14,Minor,3,Two-Wheeler,3,3,Stormy,Village Road,Damaged,Dark,Signs,93,22,Male,Valid,No,Intersection,31.730449,76.94938
Delhi,New Delhi,2021,September,Thursday,20:15,Serious,1,Truck,10,0,Stormy,National Highway,Damaged,Dusk,Signs,102,63,Female,Expired,Yes,Straight Road,28.600212,77.201031
Nagaland,Dimapur,2021,January,Wednesday,14:19,Minor,1,Two-Wheeler,2,1,Foggy,State Highway,Dry,Daylight,Signals,38,69,Female,Valid,No,Intersection,25.925165,93.715405
Karnataka,Mysore,2023,March,Friday,21:18,Serious,3,Two-Wheeler,7,3,Clear,Urban Road,Wet,Dark,Signs,118,47,Female,Expired,Yes,Curve,12.96015,77.573045
Manipur,Thoubal,2022,May,Wednesday,17:8,Serious,5,Pedestrian,9,1,Hazy,Village Road,Damaged,Daylight,Signals,120,28,Female,Valid,Yes,Intersection,24.630284,94.010192
Meghalaya,Tura,2021,November,Saturday,22:53,Fatal,4,Auto-Rickshaw,2,4,Hazy,National Highway,Damaged,Daylight,,99,50,Female,,Yes,Straight Road,25.490751,90.19
Telangana,Nizamabad,2019,June,Wednesday,9:33,Minor,2,Truck,8,0,Hazy,Urban Road,Damaged,Dawn,Signs,30,20,Male,Valid,Yes,Straight Road,18.666888,78.083901
Arunachal Pradesh,Pasighat,2021,November,Monday,13:4,Minor,5,Cycle,1,2,Rainy,Urban Road,Under Construction,Dawn,,43,67,Male,Expired,Yes,Curve,28.072372,95.337477
Goa,Mapusa,2019,August,Thursday,16:7,Minor,2,Car,3,5,Clear,Village Road,Damaged,Dark,Police Checkpost,62,50,Male,Expired,No,Intersection,15.605528,73.810744
Punjab,Amritsar,2021,November,Saturday,19:19,Serious,2,Truck,1,0,Hazy,Urban Road,Under Construction,Dawn,Signs,67,33,Female,Expired,Yes,Straight Road,31.615544,74.877136
Bihar,Gaya,2023,April,Thursday,16:26,Minor,2,Car,7,4,Stormy,State Highway,Dry,Dawn,,54,26,Female,Expired,No,Bridge,24.780591,84.987925
Goa,Margao,2021,May,Friday,11:16,Minor,1,Pedestrian,10,3,Rainy,National Highway,Wet,Daylight,Signals,97,45,Male,Valid,No,Bridge,15.260418,74.013003
Haryana,Ambala,2023,December,Wednesday,13:48,Minor,1,Cycle,7,4,Rainy,Village Road,Damaged,Daylight,Signs,68,19,Male,Expired,No,Straight Road,30.354678,76.778158
Gujarat,Ahmedabad,2020,April,Sunday,17:25,Minor,2,Auto-Rickshaw,10,2,Foggy,State Highway,Damaged,Dusk,Signals,110,38,Female,Expired,Yes,Bridge,23.013008,72.588853
Nagaland,Dimapur,2021,April,Wednesday,22:45,Fatal,5,Auto-Rickshaw,5,0,Rainy,State Highway,Wet,Dark,Police Checkpost,35,62,Male,Valid,No,Bridge,25.911462,93.736197
Manipur,Thoubal,2021,January,Wednesday,0:54,Serious,2,Truck,3,3,Foggy,State Highway,Under Construction,Dark,,42,38,Male,,Yes,Intersection,24.651812,93.979436
Kerala,Thiruvananthapuram,2021,December,Friday,17:1,Serious,2,Two-Wheeler,10,4,Hazy,National Highway,Dry,Daylight,,100,30,Male,,No,Curve,8.529168,76.957662
Goa,Vasco da Gama,2019,June,Wednesday,14:59,Serious,2,Cycle,0,4,Foggy,Urban Road,Dry,Dark,Police Checkpost,109,48,Male,Expired,No,Straight Road,15.420024,73.792916
Sikkim,Mangan,2021,August,Thursday,13:11,Serious,1,Auto-Rickshaw,0,4,Clear,State Highway,Wet,Dusk,Police Checkpost,59,60,Male,Expired,Yes,Straight Road,27.486332,88.507677
Puducherry,Puducherry,2023,December,Wednesday,21:33,Serious,3,Auto-Rickshaw,4,2,Clear,Village Road,Under Construction,Dark,Signs,86,67,Female,Expired,No,Straight Road,11.918803,79.823886
Arunachal Pradesh,Naharlagun,2019,December,Thursday,11:33,Fatal,3,Pedestrian,7,0,Rainy,Village Road,Under Construction,Daylight,Signals,75,66,Female,,Yes,Curve,27.124612,93.685977
Uttar Pradesh,Lucknow,2021,April,Tuesday,21:9,Serious,2,Bus,2,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,49,50,Female,,No,Straight Road,26.850103,80.962704
Goa,Vasco da Gama,2019,June,Monday,4:45,Fatal,5,Pedestrian,5,1,Foggy,State Highway,Under Construction,Dark,Signals,106,49,Female,,No,Straight Road,15.412178,73.793625
Jharkhand,Dhanbad,2023,April,Monday,9:22,Serious,2,Two-Wheeler,6,5,Rainy,State Highway,Damaged,Dark,Signals,118,25,Male,Valid,No,Bridge,23.796342,86.438134
West Bengal,Kolkata,2020,August,Thursday,13:42,Fatal,4,Auto-Rickshaw,8,4,Hazy,National Highway,Wet,Dawn,,112,38,Female,,Yes,Bridge,22.583135,88.350105
Odisha,Cuttack,2018,November,Thursday,16:36,Serious,4,Auto-Rickshaw,9,3,Foggy,National Highway,Under Construction,Dark,Police Checkpost,88,19,Male,,No,Curve,20.48601,85.901974
Punjab,Patiala,2020,January,Monday,8:9,Serious,5,Truck,2,4,Stormy,State Highway,Wet,Dusk,,85,52,Male,Expired,Yes,Bridge,30.356378,76.377371
Jharkhand,Bokaro,2020,August,Monday,8:31,Serious,1,Pedestrian,6,2,Hazy,State Highway,Wet,Daylight,Signals,46,37,Male,Valid,Yes,Bridge,23.653576,86.159911
Bihar,Patna,2023,April,Tuesday,8:55,Minor,5,Truck,0,4,Stormy,Urban Road,Wet,Dark,Signs,45,32,Male,Valid,Yes,Straight Road,25.572908,85.13144
Nagaland,Mokokchung,2019,March,Thursday,7:29,Serious,5,Auto-Rickshaw,1,5,Foggy,National Highway,Damaged,Dark,Signals,62,39,Male,,No,Straight Road,26.307325,94.528369
Jharkhand,Dhanbad,2023,February,Thursday,22:27,Minor,1,Car,0,1,Clear,Village Road,Dry,Daylight,Signs,65,19,Female,Expired,Yes,Straight Road,23.772449,86.410065
Kerala,Thrissur,2022,October,Tuesday,0:7,Serious,4,Pedestrian,10,0,Stormy,State Highway,Under Construction,Dawn,Signs,66,23,Female,Valid,No,Curve,10.534496,76.202169
Sikkim,Mangan,2021,January,Wednesday,0:0,Minor,4,Bus,4,3,Stormy,Village Road,Wet,Dusk,Police Checkpost,91,47,Male,Expired,No,Bridge,27.489943,88.535657
Telangana,Warangal,2022,September,Wednesday,16:38,Fatal,3,Two-Wheeler,6,1,Clear,National Highway,Dry,Daylight,Signs,46,44,Male,Valid,Yes,Curve,17.968092,79.587331
Goa,Margao,2018,May,Tuesday,6:54,Minor,1,Cycle,1,2,Clear,National Highway,Wet,Dusk,Signs,119,40,Female,,Yes,Bridge,15.27523,74.005359
Karnataka,Mysore,2019,March,Wednesday,17:11,Serious,1,Auto-Rickshaw,9,3,Hazy,Village Road,Wet,Dark,,57,39,Female,Valid,Yes,Intersection,12.979873,77.580879
West Bengal,Kolkata,2018,May,Friday,17:10,Fatal,4,Car,10,2,Foggy,Urban Road,Under Construction,Daylight,Signs,115,32,Male,Valid,No,Intersection,22.550602,88.357362
Karnataka,Bangalore,2018,July,Sunday,23:46,Serious,5,Two-Wheeler,10,5,Clear,Village Road,Dry,Daylight,Signs,85,48,Female,Valid,No,Bridge,12.992769,77.577132
Jammu and Kashmir,Anantnag,2022,January,Saturday,2:23,Serious,4,Two-Wheeler,3,5,Hazy,National Highway,Under Construction,Dusk,Police Checkpost,103,29,Male,Expired,No,Curve,33.739166,75.169213
Chandigarh,Chandigarh,2021,November,Friday,14:20,Serious,1,Two-Wheeler,2,3,Clear,National Highway,Wet,Daylight,Police Checkpost,46,27,Female,,No,Bridge,30.753812,76.798317
Madhya Pradesh,Gwalior,2020,January,Sunday,20:5,Minor,4,Two-Wheeler,7,5,Clear,National Highway,Under Construction,Dawn,Signs,81,35,Female,,Yes,Straight Road,26.240726,78.168199
Odisha,Cuttack,2021,November,Friday,9:13,Minor,3,Two-Wheeler,9,4,Hazy,Village Road,Damaged,Daylight,,31,58,Male,Expired,No,Bridge,20.484827,85.897509
Rajasthan,Jodhpur,2022,August,Friday,10:34,Minor,3,Two-Wheeler,9,0,Clear,State Highway,Wet,Daylight,Signs,90,65,Male,Valid,Yes,Bridge,26.258912,73.006598
Uttarakhand,Haldwani,2018,July,Friday,6:40,Serious,5,Cycle,3,0,Hazy,State Highway,Damaged,Dusk,Signs,61,18,Male,Expired,Yes,Bridge,29.217895,79.490076
Uttarakhand,Dehradun,2022,August,Monday,23:32,Serious,3,Auto-Rickshaw,1,3,Clear,Urban Road,Under Construction,Dark,Signs,66,54,Male,Valid,Yes,Bridge,30.322926,78.050153
Kerala,Kochi,2020,January,Thursday,19:54,Serious,3,Bus,3,3,Clear,National Highway,Dry,Dark,Police Checkpost,44,56,Female,Expired,No,Intersection,9.922223,76.243192
Madhya Pradesh,Jabalpur,2022,November,Wednesday,20:31,Fatal,3,Pedestrian,9,3,Clear,Village Road,Under Construction,Daylight,Police Checkpost,69,61,Female,,Yes,Curve,23.202888,79.974081
Meghalaya,Tura,2022,March,Thursday,3:10,Serious,5,Pedestrian,8,3,Hazy,State Highway,Wet,Daylight,,98,51,Male,,No,Intersection,25.537958,90.182863
Himachal Pradesh,Mandi,2020,June,Tuesday,1:8,Serious,5,Car,4,1,Stormy,Village Road,Damaged,Dusk,,37,68,Male,Valid,No,Straight Road,31.709995,76.954367
Karnataka,Bangalore,2022,June,Friday,20:12,Fatal,4,Auto-Rickshaw,1,0,Clear,Village Road,Wet,Dawn,Signals,39,40,Female,Expired,Yes,Straight Road,12.956541,77.590583
Goa,Margao,2019,May,Friday,12:0,Serious,3,Two-Wheeler,0,2,Rainy,Village Road,Under Construction,Dawn,,60,34,Female,Valid,Yes,Intersection,15.304134,73.979527
Tamil Nadu,Madurai,2019,October,Monday,18:40,Minor,5,Two-Wheeler,1,5,Clear,Urban Road,Damaged,Daylight,,61,52,Female,Valid,No,Bridge,9.913762,78.13868
Telangana,Nizamabad,2020,June,Monday,8:7,Fatal,3,Cycle,0,5,Stormy,National Highway,Under Construction,Dawn,Signals,54,50,Male,Expired,Yes,Curve,18.673409,78.105423
Tripura,Agartala,2020,January,Friday,6:37,Minor,5,Pedestrian,8,1,Rainy,National Highway,Damaged,Dusk,Police Checkpost,82,61,Female,,No,Intersection,23.83576,91.263043
West Bengal,Siliguri,2018,September,Friday,8:31,Fatal,4,Truck,5,0,Stormy,State Highway,Wet,Dusk,,76,26,Male,Expired,Yes,Bridge,22.557722,88.352251
Meghalaya,Nongstoin,2021,March,Sunday,4:8,Serious,3,Bus,8,1,Foggy,National Highway,Damaged,Dawn,Signals,116,24,Male,Valid,No,Curve,25.528491,91.286684
Telangana,Nizamabad,2021,February,Friday,22:4,Serious,2,Two-Wheeler,4,3,Clear,National Highway,Dry,Daylight,Police Checkpost,60,56,Female,Expired,No,Curve,18.694623,78.109125
West Bengal,Siliguri,2020,August,Saturday,6:27,Fatal,2,Car,10,4,Foggy,National Highway,Under Construction,Daylight,,103,51,Male,Expired,Yes,Intersection,22.570383,88.360226
Madhya Pradesh,Bhopal,2019,July,Sunday,17:12,Fatal,3,Bus,0,2,Clear,Urban Road,Dry,Daylight,,32,70,Male,,Yes,Straight Road,23.283326,77.432066
Sikkim,Mangan,2021,December,Friday,21:32,Fatal,5,Bus,7,4,Stormy,National Highway,Wet,Dark,Signals,109,61,Female,Expired,Yes,Straight Road,27.487849,88.543418
Goa,Panaji,2019,November,Wednesday,14:26,Minor,1,Cycle,3,1,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,62,62,Male,,No,Bridge,15.50693,73.806
Chandigarh,Chandigarh,2019,January,Thursday,23:5,Serious,2,Bus,5,3,Hazy,Village Road,Dry,Dawn,Signals,46,51,Male,,Yes,Intersection,30.75203,76.789523
Jharkhand,Dhanbad,2020,July,Wednesday,12:46,Serious,2,Two-Wheeler,1,2,Rainy,Urban Road,Under Construction,Dusk,Police Checkpost,70,46,Male,Valid,No,Intersection,23.808556,86.41256
Uttarakhand,Dehradun,2022,January,Sunday,6:53,Fatal,3,Bus,0,2,Stormy,Village Road,Damaged,Dawn,Police Checkpost,87,58,Female,Expired,Yes,Bridge,30.31661,78.021122
Tamil Nadu,Coimbatore,2021,October,Wednesday,8:38,Fatal,3,Bus,5,4,Clear,State Highway,Damaged,Dusk,Signals,67,51,Female,Expired,No,Bridge,11.021622,76.935684
