,State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Traffic Congestion
105,Goa,Margao,2020,June,Sunday,15:50,Fatal,1,Auto-Rickshaw,8,5,Stormy,Village Road,Wet,Dark,Signals,49,51,Female,Valid,Yes,Curve,15.297631,73.977268,275.16234116092164,27.92823181152346,25.33542785644533,0.4472135954999579
106,Gujarat,Vadodara,2023,August,Wednesday,10:13,Serious,4,Pedestrian,5,4,Stormy,Village Road,Wet,Daylight,Signs,102,29,Male,Valid,No,Curve,22.329735,73.157299,29.893970116972923,31.288003540039085,25.149346923828148,0.8944271909999159
107,Uttarakhand,Haridwar,2021,May,Thursday,5:29,Fatal,2,Bus,2,2,Stormy,Village Road,Damaged,Daylight,Signals,86,27,Male,Valid,Yes,Straight Road,29.95214,78.175848,0.530739906139388,33.43592224121096,17.73816833496096,0.6324555320336759
108,Meghalaya,Tura,2019,September,Friday,20:43,Fatal,5,Bus,2,4,Hazy,National Highway,Dry,Dusk,,103,64,Male,Expired,No,Straight Road,25.533586,90.204672,71.09735272814532,28.67066345214846,22.45618591308596,1.0
109,Manipur,Bishnupur,2022,August,Saturday,11:22,Minor,4,Car,8,4,Foggy,Village Road,Under Construction,Dark,Signals,41,37,Male,Expired,Yes,Straight Road,24.637947,93.785111,13.717030639508463,27.115258789062523,20.482217407226585,0.8944271909999159
110,Chhattisgarh,Bhilai,2020,October,Friday,18:43,Fatal,4,Auto-Rickshaw,3,5,Clear,State Highway,Damaged,Dusk,Signs,111,59,Male,Expired,No,Curve,21.184748,81.367442,50.84396339952946,29.262612915039085,23.558496093750023,0.8944271909999159
111,Karnataka,Mysore,2022,December,Tuesday,22:37,Serious,4,Auto-Rickshaw,9,4,Stormy,Urban Road,Wet,Dusk,,92,20,Female,,No,Intersection,12.995507,77.582008,0.269260336381194,25.250543212890648,13.06049499511721,0.8944271909999159
112,Manipur,Bishnupur,2021,June,Wednesday,3:40,Fatal,5,Pedestrian,4,5,Foggy,Urban Road,Under Construction,Dark,Signals,32,26,Male,Valid,Yes,Intersection,24.616971,93.79132,106.38095156281224,28.280358886718773,21.342980957031276,1.0
113,Jharkhand,Dhanbad,2019,October,Wednesday,8:16,Minor,1,Auto-Rickshaw,10,5,Hazy,National Highway,Under Construction,Dusk,Signs,50,61,Female,,No,Curve,23.784944,86.415964,1.9189880168255515,29.115777587890648,20.307092285156276,0.4472135954999579
114,Mizoram,Aizawl,2021,May,Monday,3:50,Serious,3,Truck,9,5,Rainy,State Highway,Under Construction,Dusk,Signs,83,34,Female,Expired,Yes,Intersection,23.702458,92.709696,12.096093627519622,29.707925415039085,19.923013305664085,0.7745966692414833
115,Chandigarh,Chandigarh,2018,October,Tuesday,18:24,Fatal,5,Two-Wheeler,5,0,Stormy,State Highway,Damaged,Dusk,,120,22,Male,Expired,No,Intersection,30.753426,76.774836,0.0051498412787509,28.80518493652346,14.67572937011721,1.0
116,Punjab,Patiala,2023,May,Friday,2:20,Minor,3,Truck,0,0,Clear,National Highway,Dry,Dusk,Signs,66,50,Male,,Yes,Intersection,30.333175,76.388779,3.15488587088808,39.23989257812502,20.65070495605471,0.7745966692414833
117,Tripura,Dharmanagar,2023,February,Wednesday,13:20,Serious,4,Auto-Rickshaw,0,1,Clear,Village Road,Dry,Dawn,Police Checkpost,69,24,Male,,No,Straight Road,24.369071,92.169914,0.0235713523011327,26.507104492187523,12.701135253906273,0.8944271909999159
118,Telangana,Warangal,2020,June,Monday,3:19,Minor,5,Two-Wheeler,10,1,Stormy,Urban Road,Damaged,Dusk,,73,50,Male,,Yes,Curve,17.947739,79.574752,53.84000027015645,33.2759948730469,25.728601074218773,1.0
119,Karnataka,Mangalore,2022,June,Sunday,17:25,Fatal,3,Bus,8,4,Rainy,National Highway,Wet,Daylight,,86,37,Male,,No,Curve,12.950648,77.61231,18.387255072354947,27.894799804687523,20.311929321289085,0.7745966692414833
120,Madhya Pradesh,Bhopal,2023,July,Monday,21:40,Fatal,4,Cycle,3,1,Rainy,State Highway,Wet,Dusk,,81,45,Female,Expired,No,Intersection,23.264381,77.406166,203.56702208518485,27.249230957031276,23.604760742187523,0.8944271909999159
121,Chandigarh,Chandigarh,2020,May,Sunday,17:9,Minor,2,Bus,10,0,Rainy,National Highway,Under Construction,Dark,,61,47,Female,Valid,No,Bridge,30.749378,76.760207,1.822060345375576,36.37429199218752,21.1564880371094,0.6324555320336759
122,Tamil Nadu,Chennai,2019,May,Friday,22:3,Minor,3,Bus,10,4,Hazy,National Highway,Wet,Daylight,,35,31,Female,Valid,No,Intersection,13.106969,80.292538,-9999.0,-9999.0,-9999.0,0.7745966692414833
123,Delhi,Rohini,2019,April,Monday,16:44,Fatal,5,Bus,7,3,Stormy,State Highway,Under Construction,Daylight,,77,63,Male,Expired,No,Intersection,28.730457,77.060195,1.1575698852084315,38.62520751953127,22.77594909667971,1.0
124,Chhattisgarh,Durg,2018,October,Wednesday,10:18,Fatal,1,Bus,1,2,Clear,Urban Road,Wet,Daylight,Police Checkpost,119,49,Female,Expired,No,Bridge,21.195917,81.269247,0.1721620559393955,32.17145690917971,21.222756958007835,0.4472135954999579
125,Puducherry,Puducherry,2022,February,Wednesday,4:31,Serious,5,Cycle,10,5,Hazy,Urban Road,Under Construction,Dark,Police Checkpost,30,39,Male,Valid,No,Bridge,11.965678,79.832753,-9999.0,-9999.0,-9999.0,1.0
126,West Bengal,Kolkata,2018,June,Saturday,20:12,Serious,1,Bus,0,3,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,88,53,Male,Expired,Yes,Intersection,22.587714,88.363957,1.6007912358304566,36.9760681152344,28.676293945312523,0.4472135954999579
127,Tamil Nadu,Chennai,2023,November,Thursday,21:27,Serious,5,Two-Wheeler,10,1,Rainy,Urban Road,Under Construction,Dawn,Signals,80,32,Male,,Yes,Intersection,13.071469,80.266161,-9999.0,-9999.0,-9999.0,1.0
128,Punjab,Ludhiana,2019,May,Tuesday,22:18,Minor,5,Pedestrian,4,4,Stormy,Village Road,Wet,Dawn,Signs,49,57,Female,Expired,Yes,Intersection,30.889519,75.858834,1.9837290048236864,33.89528808593752,21.710900878906276,1.0
129,Karnataka,Bangalore,2020,May,Thursday,6:49,Serious,2,Cycle,8,2,Rainy,Urban Road,Wet,Daylight,Signs,96,43,Male,Valid,Yes,Intersection,12.981733,77.5956,0.6466157722115895,34.34246215820315,21.92878112792971,0.6324555320336759
130,Nagaland,Kohima,2020,November,Sunday,20:49,Serious,3,Cycle,0,4,Foggy,National Highway,Dry,Daylight,Police Checkpost,79,54,Female,Expired,Yes,Intersection,25.672848,94.131768,0.0108273025034577,23.54505310058596,10.646417236328148,0.7745966692414833
131,Maharashtra,Nagpur,2019,July,Monday,20:4,Fatal,3,Pedestrian,2,2,Clear,National Highway,Wet,Dark,Signals,35,55,Male,Valid,Yes,Bridge,21.157569,79.096928,0.1607999205539556,32.520181274414085,25.751245117187523,0.7745966692414833
132,Meghalaya,Tura,2022,October,Thursday,4:47,Fatal,5,Bus,10,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,95,18,Female,,Yes,Curve,25.527202,90.205581,0.6354402289048267,28.04956970214846,19.854669189453148,1.0
133,Karnataka,Mangalore,2023,June,Sunday,23:33,Serious,3,Two-Wheeler,5,3,Rainy,National Highway,Wet,Dark,Signals,31,42,Female,Valid,No,Straight Road,12.955689,77.603939,0.1690534548863809,30.8576599121094,21.065454101562523,0.7745966692414833
134,Haryana,Faridabad,2023,August,Sunday,6:1,Minor,1,Cycle,9,0,Foggy,Urban Road,Dry,Dusk,Signs,70,50,Female,,No,Curve,28.430563,77.300326,16.871869564056396,32.85488281250002,25.289971923828148,0.4472135954999579
135,Tamil Nadu,Madurai,2018,January,Friday,22:19,Minor,1,Truck,9,1,Hazy,State Highway,Damaged,Daylight,Signals,55,67,Male,,No,Straight Road,9.912833,78.14367,0.0530332316657222,30.84275207519533,19.243859863281276,0.4472135954999579
136,Sikkim,Gangtok,2022,September,Thursday,22:7,Serious,2,Car,0,5,Foggy,State Highway,Wet,Dark,,107,45,Female,Valid,No,Bridge,27.316411,88.583241,196.62646595389788,19.20038757324221,16.057275390625023,0.6324555320336759
137,Bihar,Gaya,2021,June,Tuesday,6:44,Fatal,5,Car,10,4,Stormy,State Highway,Under Construction,Dark,,44,34,Male,Valid,No,Curve,24.787742,85.016835,432.7438650372528,31.532312011718773,25.319543457031276,1.0
138,Odisha,Puri,2019,September,Friday,8:19,Serious,2,Two-Wheeler,4,4,Stormy,Village Road,Damaged,Dark,Signals,68,43,Male,Expired,Yes,Curve,19.838236,85.819697,56.51601143171092,30.929727172851585,27.12806091308596,0.6324555320336759
139,Telangana,Nizamabad,2019,July,Friday,20:20,Serious,1,Car,1,5,Hazy,Urban Road,Wet,Dawn,Signs,53,18,Female,Valid,No,Intersection,18.681855,78.093244,3.827424347395692,31.658776855468773,25.223916625976585,0.4472135954999579
140,Andhra Pradesh,Visakhapatnam,2021,December,Thursday,7:47,Minor,4,Bus,5,4,Clear,State Highway,Under Construction,Dawn,Police Checkpost,119,29,Male,,No,Curve,17.668048,83.228345,-9999.0,-9999.0,-9999.0,0.8944271909999159
141,Chhattisgarh,Bilaspur,2019,May,Friday,0:21,Minor,4,Auto-Rickshaw,0,2,Foggy,Village Road,Dry,Dusk,Police Checkpost,56,61,Female,Valid,No,Intersection,22.091543,82.157704,0.0483736395473499,41.32746276855471,27.220666503906276,0.8944271909999159
142,Madhya Pradesh,Bhopal,2019,November,Thursday,10:31,Serious,1,Car,1,0,Stormy,State Highway,Dry,Daylight,Police Checkpost,117,21,Male,Valid,No,Curve,23.268878,77.420574,0.0017106531231547,27.291055297851585,16.445962524414085,0.4472135954999579
143,Assam,Guwahati,2021,August,Sunday,23:25,Fatal,2,Pedestrian,5,5,Rainy,State Highway,Under Construction,Daylight,,52,51,Female,Expired,No,Curve,26.131608,91.742684,47.38663879527394,29.745767211914085,25.521585083007835,0.6324555320336759
144,Nagaland,Mokokchung,2018,March,Monday,8:16,Minor,1,Pedestrian,0,1,Foggy,National Highway,Under Construction,Dark,,53,48,Female,,Yes,Curve,26.338167,94.543913,85.26952407947874,22.84180603027346,13.425103759765648,0.4472135954999579
145,Karnataka,Bangalore,2020,May,Monday,2:21,Fatal,1,Two-Wheeler,6,1,Rainy,Village Road,Wet,Daylight,Police Checkpost,54,29,Male,Expired,Yes,Straight Road,12.977068,77.59056,0.6466157722115895,34.34246215820315,21.92878112792971,0.4472135954999579
146,Chandigarh,Chandigarh,2021,September,Thursday,23:48,Minor,3,Truck,0,3,Clear,Urban Road,Wet,Daylight,,119,51,Male,Expired,Yes,Bridge,30.712594,76.765514,1.7856046547031212,31.837091064453148,23.33399353027346,0.7745966692414833
147,Arunachal Pradesh,Itanagar,2018,June,Sunday,4:11,Fatal,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,101,35,Male,Valid,Yes,Curve,27.067645,93.620066,196.81043038275448,27.79538879394533,23.320825195312523,0.8944271909999159
148,Puducherry,Karaikal,2018,July,Friday,12:56,Minor,3,Truck,0,0,Clear,National Highway,Under Construction,Dark,Police Checkpost,86,62,Female,Expired,No,Curve,10.902741,79.851944,-9999.0,-9999.0,-9999.0,0.7745966692414833
149,Gujarat,Ahmedabad,2021,June,Saturday,6:52,Fatal,5,Car,5,1,Stormy,National Highway,Under Construction,Dark,Signals,56,70,Female,,No,Bridge,23.032337,72.565844,0.0787032487892247,38.97774658203127,29.016809082031276,1.0
150,Tamil Nadu,Chennai,2022,April,Saturday,14:54,Serious,1,Truck,3,2,Hazy,Urban Road,Under Construction,Dawn,Signs,69,41,Male,Expired,Yes,Curve,13.102559,80.278325,-9999.0,-9999.0,-9999.0,0.4472135954999579
151,Assam,Dibrugarh,2022,November,Saturday,7:50,Minor,5,Two-Wheeler,8,2,Foggy,National Highway,Damaged,Daylight,,54,43,Female,,Yes,Intersection,27.449025,94.899732,0.020015239613258,26.3002868652344,17.414117431640648,1.0
152,Jharkhand,Bokaro,2018,March,Saturday,2:29,Serious,3,Bus,9,0,Clear,State Highway,Damaged,Dark,Signals,38,59,Female,,No,Straight Road,23.681515,86.153228,11.966819238580229,34.67383728027346,18.780572509765648,0.7745966692414833
153,Meghalaya,Nongstoin,2020,February,Sunday,14:16,Serious,1,Cycle,6,5,Hazy,State Highway,Under Construction,Dark,,54,51,Male,,No,Bridge,25.509389,91.260773,24.81776587657336,15.753076171875025,8.566278076171898,0.4472135954999579
154,Bihar,Gaya,2019,March,Tuesday,20:20,Minor,5,Car,9,1,Stormy,National Highway,Dry,Daylight,Signals,67,58,Male,Expired,Yes,Straight Road,24.777381,84.98329,30.483277744224324,31.606469726562523,20.58551940917971,1.0
155,Manipur,Thoubal,2020,April,Monday,21:52,Fatal,1,Car,3,3,Clear,State Highway,Under Construction,Daylight,Police Checkpost,69,40,Male,,No,Intersection,24.613018,93.992636,0.3720000385989408,31.05848083496096,17.557397460937523,0.4472135954999579
156,Uttarakhand,Dehradun,2019,July,Wednesday,19:50,Serious,4,Bus,4,5,Hazy,State Highway,Dry,Daylight,Police Checkpost,69,44,Female,Expired,No,Curve,30.338578,78.02737,114.06985446810224,23.635339355468773,18.994180297851585,0.8944271909999159
157,Delhi,New Delhi,2018,January,Saturday,20:38,Serious,3,Pedestrian,9,0,Clear,National Highway,Damaged,Dusk,,90,48,Male,Valid,Yes,Intersection,28.60273,77.192184,0.0171661366721309,22.11423645019533,7.47333679199221,0.7745966692414833
158,Bihar,Gaya,2019,March,Saturday,6:4,Fatal,1,Two-Wheeler,5,1,Stormy,Urban Road,Under Construction,Daylight,Signs,35,62,Female,Valid,No,Intersection,24.778655,84.984185,30.483277744224324,31.606469726562523,20.58551940917971,0.4472135954999579
159,Tripura,Dharmanagar,2019,September,Friday,7:15,Minor,1,Car,10,1,Rainy,National Highway,Under Construction,Dawn,Signs,118,44,Female,Expired,No,Curve,24.367075,92.17511,22.13973291208049,31.616754150390648,25.55933532714846,0.4472135954999579
160,Haryana,Panipat,2023,September,Wednesday,2:36,Serious,2,Truck,9,0,Rainy,Urban Road,Dry,Dawn,,75,61,Male,,No,Bridge,29.373675,76.952889,97.62721657742546,32.118569946289085,25.409219360351585,0.6324555320336759
161,Telangana,Karimnagar,2019,October,Thursday,20:47,Minor,2,Pedestrian,1,2,Hazy,Urban Road,Under Construction,Dawn,,116,62,Male,Expired,Yes,Curve,18.419193,79.134843,9.067551878672475,30.203668212890648,24.3688903808594,0.6324555320336759
162,Rajasthan,Udaipur,2018,August,Saturday,14:14,Serious,3,Auto-Rickshaw,3,0,Stormy,Village Road,Dry,Dusk,Signals,120,51,Female,Valid,Yes,Bridge,24.561002,73.717921,14.869638058371493,29.329919433593773,22.969338989257835,0.7745966692414833
163,Puducherry,Puducherry,2019,December,Wednesday,15:21,Minor,1,Bus,3,1,Hazy,National Highway,Dry,Dark,Signals,73,53,Male,Valid,No,Curve,11.957764,79.789385,8.212767177806057,27.6935974121094,23.01502380371096,0.4472135954999579
164,Puducherry,Puducherry,2023,July,Sunday,12:12,Fatal,5,Cycle,2,0,Hazy,State Highway,Wet,Dusk,Signs,40,35,Female,,No,Bridge,11.920778,79.790098,0.944936275477204,33.44056091308596,27.89344177246096,1.0
165,Madhya Pradesh,Bhopal,2019,August,Saturday,12:46,Minor,5,Two-Wheeler,1,3,Hazy,Village Road,Dry,Dusk,Signals,31,43,Male,Valid,No,Bridge,23.247892,77.428567,896.8270123004913,24.02082214355471,23.150048828125023,1.0
166,Uttar Pradesh,Lucknow,2023,November,Friday,15:18,Minor,1,Car,4,4,Stormy,Village Road,Wet,Dark,Signals,45,40,Male,Valid,No,Bridge,26.865411,80.955132,0.0034332275191673,26.86737976074221,14.690652465820335,0.4472135954999579
167,Assam,Silchar,2019,May,Sunday,20:55,Serious,3,Truck,7,0,Clear,National Highway,Under Construction,Dark,Signals,100,31,Female,Expired,No,Bridge,24.820158,92.781317,148.3717009424801,30.011575317382835,23.27442321777346,0.7745966692414833
168,Chandigarh,Chandigarh,2019,August,Thursday,17:40,Serious,3,Truck,2,0,Clear,Urban Road,Dry,Dusk,Police Checkpost,64,36,Male,Valid,Yes,Curve,30.708556,76.756448,141.21579378843307,29.812051391601585,25.386575317382835,0.7745966692414833
169,Himachal Pradesh,Mandi,2023,December,Friday,5:36,Minor,3,Auto-Rickshaw,3,1,Clear,Village Road,Under Construction,Dark,Signals,78,63,Male,Valid,Yes,Curve,31.704695,76.953904,0.0222593533294457,14.11060485839846,0.0848175048828352,0.7745966692414833
170,Sikkim,Mangan,2021,September,Saturday,4:57,Serious,5,Pedestrian,0,0,Clear,Village Road,Under Construction,Dark,Signs,91,67,Male,,No,Bridge,27.486912,88.536703,44.03704628244398,19.510858154296898,13.293923950195335,1.0
171,Odisha,Bhubaneswar,2020,December,Monday,2:24,Fatal,5,Truck,9,0,Clear,Village Road,Dry,Daylight,Signs,66,61,Female,,Yes,Straight Road,20.294855,85.842406,0.0008523463179699,28.732278442382835,18.330102539062523,1.0
172,Tamil Nadu,Coimbatore,2023,January,Sunday,4:46,Fatal,2,Cycle,9,5,Foggy,State Highway,Under Construction,Dark,,34,51,Female,,No,Curve,11.008308,76.952735,0.0168346071518499,29.777764892578148,17.00324401855471,0.6324555320336759
173,Karnataka,Mangalore,2020,August,Monday,19:24,Fatal,5,Cycle,1,1,Rainy,Urban Road,Damaged,Daylight,Signs,73,64,Female,,No,Intersection,12.959276,77.612159,3.396461903946601,24.830377197265648,19.798059082031276,1.0
174,Delhi,New Delhi,2018,October,Sunday,17:59,Minor,5,Bus,6,4,Foggy,National Highway,Dry,Dusk,Signs,67,67,Male,Valid,No,Bridge,28.629983,77.199084,0.0051498412787509,31.27887878417971,16.87494812011721,1.0
175,Madhya Pradesh,Indore,2023,September,Saturday,23:11,Minor,4,Bus,9,0,Rainy,Village Road,Under Construction,Dark,,108,47,Male,Expired,Yes,Curve,22.713519,75.854756,330.91973289836926,28.840127563476585,22.833047485351585,0.8944271909999159
176,Puducherry,Puducherry,2020,October,Tuesday,20:35,Minor,5,Pedestrian,8,1,Foggy,National Highway,Damaged,Dark,Signs,65,67,Female,Expired,No,Bridge,11.960906,79.792534,0.0,32.065347290039085,25.880456542968773,1.0
177,Kerala,Thiruvananthapuram,2020,July,Saturday,13:27,Fatal,4,Cycle,9,3,Rainy,National Highway,Dry,Daylight,,78,62,Male,,Yes,Curve,8.530657,76.957781,20.076829478608005,28.405923461914085,24.132135009765648,0.8944271909999159
178,Assam,Guwahati,2020,December,Saturday,3:48,Fatal,2,Pedestrian,0,2,Stormy,National Highway,Damaged,Daylight,Signs,49,60,Female,Valid,No,Intersection,26.144541,91.739045,0.7906734942366711,23.55564270019533,14.386743164062525,0.6324555320336759
179,Delhi,Rohini,2022,September,Thursday,9:15,Minor,2,Two-Wheeler,0,0,Rainy,State Highway,Damaged,Dusk,Signs,87,49,Male,,Yes,Straight Road,28.724628,77.082202,390.6976787373537,27.812463378906276,24.17182312011721,0.6324555320336759
180,Haryana,Faridabad,2020,March,Monday,20:24,Fatal,2,Bus,3,4,Clear,Urban Road,Under Construction,Dusk,Signals,91,35,Female,Expired,Yes,Curve,28.385978,77.304843,9.12425890561508,21.44245300292971,10.742593383789083,0.6324555320336759
181,Punjab,Ludhiana,2023,July,Saturday,10:14,Minor,5,Pedestrian,5,4,Clear,Urban Road,Wet,Dark,Signals,111,58,Male,,No,Intersection,30.925508,75.841075,54.39052134751776,33.8959899902344,25.5915466308594,1.0
182,Assam,Dibrugarh,2020,January,Sunday,23:22,Serious,5,Cycle,4,4,Foggy,Urban Road,Damaged,Dark,Signs,99,58,Female,Valid,No,Curve,27.48087,94.93103,0.991742311271082,21.5358825683594,12.928918457031273,1.0
183,Odisha,Cuttack,2023,May,Wednesday,6:14,Fatal,5,Cycle,4,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,47,Male,Valid,No,Straight Road,20.472808,85.869261,8.986276490166034,38.237588500976585,27.512139892578148,1.0
184,Chhattisgarh,Korba,2023,April,Tuesday,17:10,Fatal,1,Auto-Rickshaw,2,5,Hazy,Urban Road,Dry,Daylight,Signs,117,50,Male,,No,Straight Road,22.357847,82.744572,0.0171610673760369,39.530557250976585,25.428262329101585,0.4472135954999579
185,Sikkim,Gyalshing,2018,June,Saturday,5:53,Serious,2,Two-Wheeler,3,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,48,Female,Valid,Yes,Curve,27.292968,88.260407,353.8217884501478,22.642755126953148,16.98706970214846,0.6324555320336759
186,Mizoram,Aizawl,2019,June,Monday,5:35,Minor,4,Cycle,6,5,Foggy,Urban Road,Under Construction,Daylight,Signs,35,47,Female,Expired,Yes,Straight Road,23.714951,92.706325,70.42100019748432,28.152017211914085,22.95081481933596,0.8944271909999159
187,West Bengal,Siliguri,2018,August,Thursday,3:40,Serious,1,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,28,Male,Valid,No,Bridge,22.584281,88.384947,143.29201848340745,30.67597351074221,25.968423461914085,0.4472135954999579
188,Bihar,Patna,2019,May,Sunday,5:19,Minor,3,Truck,7,4,Stormy,National Highway,Under Construction,Daylight,Signs,118,22,Female,Valid,Yes,Straight Road,25.615947,85.145155,1.8014207481975577,36.89634094238284,26.308557128906276,0.7745966692414833
189,Tripura,Agartala,2018,February,Wednesday,0:6,Serious,5,Cycle,1,4,Clear,National Highway,Damaged,Dark,Signals,53,26,Male,,Yes,Intersection,23.81251,91.301515,0.0185263948537794,26.41150817871096,13.758416748046898,1.0
190,West Bengal,Durgapur,2021,July,Saturday,3:30,Minor,3,Auto-Rickshaw,0,2,Clear,State Highway,Under Construction,Dark,Signals,38,69,Male,Expired,No,Intersection,23.526473,87.315963,24.39319118754568,32.512368774414085,26.064553833007835,0.7745966692414833
191,Rajasthan,Udaipur,2023,December,Tuesday,22:0,Minor,5,Car,6,4,Clear,Village Road,Wet,Dusk,Police Checkpost,62,38,Female,Expired,Yes,Straight Road,24.590233,73.703842,0.0222593533294457,24.064019775390648,12.798806762695335,1.0
192,Tripura,Dharmanagar,2018,April,Wednesday,20:12,Serious,1,Bus,8,3,Foggy,National Highway,Damaged,Dawn,,90,43,Female,Expired,No,Curve,24.347315,92.181654,119.06304731845196,31.57575378417971,21.311578369140648,0.4472135954999579
